short_name,long_name,Sub-Borough Area,2000,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
hh_inc_med_adj,Median household income (2019$),Queens Village,89122.4883615819,83630,83238.717951971,91960.5722393584,88360.9744255287,84532.7270347303,87852.4470572605,84625.5562050396,80390.5721411944,83270.6044005248,80951.1434039119,86522.3080619286,85075.2075484594,88940.5874720691,92918.878793748
hh_inc_med_adj,Median household income (2019$),Rockaways,54847.0259887006,55850,54915.6485908473,51526.6512382127,54463.1950700223,60659.8956191281,55345.471037598,47459.6172260393,53889.9525709852,50612.1950216678,47287.7731084041,55870.2276498899,46855.8446718433,55951.8619395203,61652.4811705848
hh_inc_med_adj,Median household income (2019$),Stuyvesant Town/Turtle Bay,106865.265536723,106650,113072.97279565,118802.527980964,127216.066586932,115929.758108308,105230.767902219,114028.846801605,101789.073590194,117053.223799122,112904.248165085,114072.02898395,116604.650443301,116419.279055564,137127.723082433
hh_inc_med_adj,Median household income (2019$),Upper West Side,103722.169491525,104140,114231.254245582,106403.184436415,121521.40953932,124227.989545023,103938.480486914,103487.006353999,101115.105040619,107518.016656738,113498.565438266,107866.242433546,117522.48127124,128343.701087442,123835.590456109
hh_inc_med_adj,Median household income (2019$),Upper East Side,117866.101694915,102540,121300.678241957,126066.121283159,129989.660686566,116066.006494247,110262.489321775,118148.788493367,109382.23233091,116634.08191315,123179.737278561,109375.786934195,123543.831731627,136065.41438999,123709.540865587
hh_inc_med_adj,Median household income (2019$),North Shore,72919.8282485876,64090,73704.0072134119,68635.1958403102,65609.4805031767,65964.1862303389,68529.34336389,60868.2363978395,62086.5994900787,65764.1200468787,61571.6970679783,59660.1024570345,69259.7888861466,65128.0004468941,74357.0600604441
hh_inc_med_adj,Median household income (2019$),Mid-Island,87896.6809039548,73670,87016.0514725872,83813.2376663435,88999.219601157,82227.0754692283,79380.4001594261,79791.4463704696,78516.2347696644,74363.5685601149,76383.6655112785,78865.6933811282,86769.3394794297,84413.6372262774,91875.9200850749
hh_inc_med_adj,Median household income (2019$),South Shore,99007.5254237288,99460,103266.021803353,96086.3324579184,107106.034676099,90391.4076301066,94321.9681480005,91316.9523732631,90371.2534562212,92238.2912631944,88418.5902932022,86695.2544615786,95090.0198735595,100272.465901981,88321.1183265665
hh_inc_med_adj,Median household income (2019$),Morningside Heights/Hamilton Heights,47146.4406779661,34630,36250.806379701,51313.3766458095,44326.7763103206,45354.2687469651,43039.2916832735,44339.0617718535,44502.8481321361,49387.2609828176,45145.6655266495,51972.528235556,51789.3173960093,51845.4933412781,61013.084457373
hh_inc_med_adj,Median household income (2019$),Central Harlem,33631.1276836158,33130,34038.8543180788,38280.3379042919,39116.9968360604,36967.9456814103,40806.9489006244,39694.7230318346,40571.3649262831,39983.1033706728,43359.5069592284,49154.1424634822,48208.8265942703,50820.9730224937,48496.5634243406
hh_inc_med_adj,Median household income (2019$),East Harlem,36145.604519774,33350,34045.1561758043,37625.8055345025,35786.560365083,32855.8284471656,35308.664374917,34697.7918439516,34156.549891523,29178.5569767125,33499.826153787,32090.0976980173,36357.2964213164,38090.60881871,33093.1001567747
hh_inc_med_adj,Median household income (2019$),Washington Heights/Inwood,47146.4406779661,39340,40945.6903851382,43458.988208337,44687.7800510641,43566.5959590415,47546.7070379965,42199.9260610856,39934.8390739069,40573.367783735,48269.0379587288,48369.478242848,54954.7247508211,58406.981409206,54887.4809695915
hh_inc_med_adj,Median household income (2019$),Mott Haven/Hunts Point,27502.0903954802,17210,22487.5491073856,25527.9881378338,22626.4403389572,22594.9155198987,24071.8846153846,23744.967842466,21058.2134068127,25000.1347646136,22571.2293893863,26057.257547264,28846.7152734798,21719.0020259199,26154.273504336
hh_inc_med_adj,Median household income (2019$),Greenwich Village/Financial District,108751.123163842,115100,119572.708853647,128664.639305543,124713.815168249,119562.656881664,117933.063953102,134598.236801524,113290.589164964,135718.575899514,128473.009107328,130405.855617559,144920.101152393,150081.349590347,150600.797862893
hh_inc_med_adj,Median household income (2019$),Lower East Side/Chinatown,45574.8926553672,39690,46506.449642048,39269.4907552657,43105.7342460408,48455.0940821282,48866.7110734688,43975.2402651402,44959.869289119,43466.2049347241,44216.7775583138,45124.0643234904,43522.5027927021,41005.6747206912,49175.6047668295
hh_inc_med_adj,Median household income (2019$),Chelsea/Clinton/Midtown,86435.1412429379,87400,91639.0942999547,97307.1456420199,93593.1691647369,96039.8428713185,89900.012372127,93234.8756247023,95011.9453972477,108993.136162409,105353.425830996,109186.826979022,107256.295255634,105643.687189036,102750.746854455
hh_inc_med_adj,Median household income (2019$),Morrisania/Belmont,29073.6384180791,23200,23251.3342637064,25320.842125672,24818.4173007269,27522.1739596749,23762.3823568487,25119.4046456051,22671.5531537524,26273.8062320652,23559.9766514237,25673.9997850766,27262.4273081085,26904.7944585133,26907.5214605998
hh_inc_med_adj,Median household income (2019$),Highbridge/South Concourse,35988.4497175141,25710,30669.8811780698,30421.0466026262,29221.2472368544,34591.8208128365,30870.5405706125,25657.2765644806,29684.3500878902,28578.54507793,29077.7208315721,27892.4110102165,33268.9910808194,32009.7854908387,33932.7530742834
hh_inc_med_adj,Median household income (2019$),University Heights/Fordham,33725.4205649717,24000,25669.9872587222,29559.3682206751,31793.1039519556,28464.1671107358,29624.4475222532,29140.5306194947,23782.7202559108,26275.972340003,22310.4138954002,25815.9866440485,28111.6056575475,31249.4235960077,30968.5546391074
hh_inc_med_adj,Median household income (2019$),Kingsbridge Heights/Mosholu,42746.1062146893,36180,35626.9224648845,37092.6190534943,37024.1189403771,34562.4569365565,31429.492410655,34412.5737491825,33616.9345495431,31483.2958225773,37941.1719632633,34097.1299902517,35974.9549256735,36624.7885446149,34916.7531035188
hh_inc_med_adj,Median household income (2019$),Riverdale/Kingsbridge,66005.0169491525,59850,61968.6877571364,62767.6931171235,66812.8263056552,61144.9868552729,57791.4627673708,61893.4494707692,60522.8162541372,65648.2332722041,57960.8989586135,65886.1728444339,61572.8236781653,55924.928139431,55523.8280959359
